139::Sunflower Elegance::Sunflowers|Ivory
140::Pinkball Wizard::Carnations|Blue
141::Tallulah Belle::Poppies|Yellow
142::Reticulata iris::Iris|Ivory
143::Silhouette::Bougainvilleas|Magenta
144::Centifolia Roses::Roses|White
145::Single Late Tulips::Tulips|Purple
146::Cymbidium Orchids::Orchids|Ivory
147::Rosella�s Dream::Lilies|Orange
148::Soraya::Sunflowers|Red
149::Dianthus Caryophyllus::Carnations|Blue
150::Iceland poppy::Poppies|Blue
151::Japanese Iris::Iris|Ivory
152::Scarlett-O-Hara::Bougainvilleas|Orange
153::Damask Roses::Roses|Magenta
154::Parrot Tulips::Tulips|Red
155::Zygopetalum OrchidsPhalaenopsis Orchids::Orchids|White
156::Longiflorium lilies::Lilies|Blue
157::Orange Sun::Sunflowers|Blue
158::Dianthus Caryophyllus::Carnations|Ivory
159::Goliath::Poppies|Red
160::Japanese Iris::Iris|Purple
161::Barbara Karst::Bougainvilleas|Red
162::Grandiflora Roses::Roses|Orange
163::Single Late Tulips::Tulips|Orange
164::Vanda Orchids::Orchids|Purple
165::Rosella�s Dream::Lilies|Red
166::Orange Sun::Sunflowers|Magenta
167::Everlast Lavender Lace::Carnations|Blue
168::Patty Plum::Poppies|Magenta
169::Japanese Iris::Iris|Yellow
170::Gold Rush::Bougainvilleas|Purple
171::Gallica Roses::Roses|Ivory
172::Parrot Tulips::Tulips|White
173::Oncidium Orchids::Orchids|Orange
174::Trumpet lilies::Lilies|Orange
175::Chianti::Sunflowers|Red
176::Everlast Lavender Lace::Carnations|Purple
177::Tallulah Belle::Poppies|White
178::Yellow Flag Iris::Iris|Orange
179::Madonna::Bougainvilleas|Blue
180::David Austin Roses::Roses|Yellow
181::Single Late Tulips::Tulips|Blue
182::Brassia Orchids::Orchids|Purple
183::Starlette::Lilies|Yellow
184::Elf::Sunflowers|Yellow
185::Everlast Lavender Lace::Carnations|Blue
186::Patty Plum::Poppies|White
187::Dwarf Bearded Iris::Iris|Ivory
188::Delta Dawn::Bougainvilleas|White
189::Grandiflora Roses::Roses|Red
190::Fringed Tulips::Tulips|Yellow
191::Zygopetalum OrchidsPhalaenopsis Orchids::Orchids|Blue
192::Oriental lilies::Lilies|White
193::Lemon Queen::Sunflowers|Magenta
194::Dianthus Plumarius::Carnations|Purple
195::California Poppy::Poppies|Red
196::Dutch Iris::Iris|Yellow
197::Silhouette::Bougainvilleas|Purple
198::Grandiflora Roses::Roses|Orange
199::Fosteriana Tulips::Tulips|Orange
200::Psychopsis Orchids::Orchids|White
201::Orienpet lilies::Lilies|Magenta
202::Soraya::Sunflowers|Yellow
203::Dianthus American::Carnations|Purple
204::Picotee::Poppies|White
205::Japanese Iris::Iris|White
206::Formosa::Bougainvilleas|White
207::Centifolia Roses::Roses|Ivory
208::Greigii Tulips::Tulips|Purple
209::Encyclia Orchids::Orchids|Ivory
210::Nankeen::Lilies|Blue
211::Strawberry Blonde::Sunflowers|White
212::Dianthus Plumarius::Carnations|Magenta
213::Khedive::Poppies|Purple
214::Siberian Iris::Iris|Ivory
215::Scarlett-O-Hara::Bougainvilleas|Yellow
216::China Roses::Roses|Purple
217::Species Tulips::Tulips|Orange
218::Zygopetalum OrchidsPhalaenopsis Orchids::Orchids|Ivory
219::Orienpet lilies::Lilies|Magenta
220::Valentine::Sunflowers|Ivory
221::Dianthus Plumarius::Carnations|Red
222::Oriental Poppy::Poppies|Purple
223::Reticulata iris::Iris|Red
224::Queen::Bougainvilleas|Purple
225::Alba Roses::Roses|Purple
226::Viridiflora Tulips::Tulips|Red
227::Zygopetalum OrchidsPhalaenopsis Orchids::Orchids|Purple
228::Rosella�s Dream::Lilies|Ivory
229::Valentine::Sunflowers|Orange
230::Dianthus Caryophyllus::Carnations|White
231::Picotee::Poppies|Purple
232::Yellow Flag Iris::Iris|Purple
233::Silhouette::Bougainvilleas|White
234::Shrub Roses::Roses|Purple
235::Single Early Tulips::Tulips|White
236::Epidendrum Orchids::Orchids|Purple
237::Trumpet lilies::Lilies|Purple
238::Sunflower Bashful::Sunflowers|Blue
239::Dianthus Chinensis Heddewigii::Carnations|Blue
240::Turkish Delight::Poppies|Magenta
241::Japanese Iris::Iris|Ivory
242::Barbara Karst::Bougainvilleas|Yellow
243::David Austin Roses::Roses|Orange
244::Darwin Hybrid Tulips::Tulips|Purple
245::Brassia Orchids::Orchids|White
246::Canada lilies::Lilies|Purple
247::Sunflower Elegance::Sunflowers|Yellow
248::Cheddar Pinks::Carnations|Purple
249::Turkenlouis::Poppies|Red
250::Dwarf Crested Iris::Iris|Red
251::Stripe::Bougainvilleas|Orange
252::Floribunda Roses::Roses|Ivory
253::Viridiflora Tulips::Tulips|Purple
254::Psychopsis Orchids::Orchids|Ivory
255::Asiatic lilies::Lilies|Ivory
256::Elf::Sunflowers|Magenta
257::Dianthus Plumarius::Carnations|White
258::Helen Elizabeth Poppy::Poppies|Purple
259::Louisiana Iris::Iris|White
260::Ms. Alice::Bougainvilleas|Purple
261::Bourbon Roses::Roses|Magenta
262::Lily-Flowered Tulips::Tulips|Yellow
263::Encyclia Orchids::Orchids|Orange
264::Oriental lilies::Lilies|Purple
265::Elf::Sunflowers|White
266::Everlast Lavender Lace::Carnations|White
267::Glow::Poppies|Ivory
268::Dwarf Crested Iris::Iris|Blue
269::Queen::Bougainvilleas|Orange
270::Hybrid Tea Roses::Roses|Orange
271::Fringed Tulips::Tulips|Purple
272::Odontoglossum Orchids::Orchids|Blue
273::Starlette::Lilies|Yellow
274::Sunforest Mix::Sunflowers|Red
275::Dianthus Chinensis Heddewigii::Carnations|Blue
276::Tallulah Belle::Poppies|Red
277::Siberian Iris::Iris|Yellow
278::Stripe::Bougainvilleas|Ivory
279::Bourbon Roses::Roses|Magenta
280::Kaufmanniana Tulips::Tulips|Red
281::Miltonia Orchids::Orchids|Magenta
282::Nankeen::Lilies|Orange
283::Ms. Mars::Sunflowers|Magenta
284::Dianthus Chinensis::Carnations|Ivory
285::Khedive::Poppies|Blue
286::Yellow Flag Iris::Iris|Yellow
287::Formosa::Bougainvilleas|Magenta
288::Floribunda Roses::Roses|Magenta
289::Viridiflora Tulips::Tulips|Blue
290::Cymbidium Orchids::Orchids|Magenta
291::Oriental lilies::Lilies|Red
292::Goldie::Sunflowers|Purple
293::Dianthus Chinensis::Carnations|Red
294::Opium Poppy::Poppies|Purple
295::Species Irises::Iris|Purple
296::Formosa::Bougainvilleas|Red
297::Grandiflora Roses::Roses|Orange
298::Kaufmanniana Tulips::Tulips|Purple
299::Psychopsis Orchids::Orchids|Blue
300::Canada lilies::Lilies|Yellow
301::Solar Flare::Sunflowers|Blue
302::Everlast Lavender Lace::Carnations|Magenta
303::Helen Elizabeth Poppy::Poppies|Purple
304::Louisiana Iris::Iris|Orange
305::Cherry Blossom::Bougainvilleas|Orange
306::Gallica Roses::Roses|Magenta
307::Single Early Tulips::Tulips|Yellow
308::Cymbidium Orchids::Orchids|Purple
309::Starlette::Lilies|Ivory
310::Sunflower Russian Mammoth::Sunflowers|Red
311::Dianthus superbus::Carnations|Red
312::Himalayan Poppy::Poppies|Purple
313::Dutch Iris::Iris|Blue
314::Cherry Blossom::Bougainvilleas|Red
315::Grandiflora Roses::Roses|Red
316::Single Late Tulips::Tulips|Purple
317::Cattleya Orchids::Orchids|Orange
318::Turk Cap lilies::Lilies|Magenta
319::Sunflower Bashful::Sunflowers|Red
320::Dianthus Deltoides Maiden::Carnations|Orange
321::Corn Poppy::Poppies|Red
322::Japanese Iris::Iris|Ivory
323::Formosa::Bougainvilleas|Purple
324::Bourbon Roses::Roses|White
325::Single Late Tulips::Tulips|Purple
326::Miltonia Orchids::Orchids|Purple
327::Longiflorium lilies::Lilies|Red
328::Sunflower Zohar::Sunflowers|Purple
329::Dianthus Superstar::Carnations|Yellow
330::California Poppy::Poppies|Red
331::Bearded Iris::Iris|Purple
332::Stripe::Bougainvilleas|Orange
333::Centifolia Roses::Roses|Purple
334::Lily-Flowered Tulips::Tulips|Magenta
335::Cattleya Orchids::Orchids|Ivory
336::Canada lilies::Lilies|Magenta
337::Soraya::Sunflowers|Blue
338::Dianthus Chinensis::Carnations|Magenta
339::Goliath::Poppies|Magenta
340::Dwarf Crested Iris::Iris|Yellow
341::Scarlett-O-Hara::Bougainvilleas|Magenta
342::Polyantha Roses::Roses|Purple
343::Darwin Hybrid Tulips::Tulips|Ivory
344::Brassia Orchids::Orchids|Orange
345::Blue Water Lilies::Lilies|Red
346::Goldie::Sunflowers|Red
347::Dianthus Pavonius::Carnations|Magenta
348::Oriental Poppy::Poppies|White
349::Siberian Iris::Iris|Purple
350::Delta Dawn::Bougainvilleas|Magenta
351::Climbing Roses::Roses|Ivory
352::Species Tulips::Tulips|Magenta
353::Cattleya Orchids::Orchids|Purple
354::Turk Cap lilies::Lilies|Yellow
355::Valentine::Sunflowers|Magenta
356::Dianthus Chinensis Heddewigii::Carnations|Magenta
357::Ruffles::Poppies|Orange
358::Louisiana Iris::Iris|Purple
359::Scarlett-O-Hara::Bougainvilleas|Magenta
360::Grandiflora Roses::Roses|Ivory
361::Kaufmanniana Tulips::Tulips|Red
362::Epidendrum Orchids::Orchids|Ivory
363::LA hybrid lilies::Lilies|Purple
364::Ms. Mars::Sunflowers|Yellow
365::Dianthus Neon Star::Carnations|Red
366::Khedive::Poppies|Blue
367::Yellow Flag Iris::Iris|Yellow
368::Raspberry-Ice::Bougainvilleas|Ivory
369::China Roses::Roses|Blue
370::Greigii Tulips::Tulips|Magenta
371::Oncidium Orchids::Orchids|Blue
372::Rosella�s Dream::Lilies|White
373::Strawberry Blonde::Sunflowers|Purple
374::Dianthus Pavonius::Carnations|White
375::California Poppy::Poppies|Purple
376::Siberian Iris::Iris|Orange
377::Delta Dawn::Bougainvilleas|Purple
378::Polyantha Roses::Roses|Orange
379::Greigii Tulips::Tulips|White
380::Cymbidium Orchids::Orchids|Purple
381::Starlette::Lilies|Purple
382::Sunflower Russian Mammoth::Sunflowers|Magenta
383::Dianthus American::Carnations|Magenta
384::California Poppy::Poppies|Purple
385::Dwarf Crested Iris::Iris|Magenta
386::Formosa::Bougainvilleas|Yellow
387::Shrub Roses::Roses|Orange
388::Fringed Tulips::Tulips|Red
389::Odontoglossum Orchids::Orchids|Blue
390::Canada lilies::Lilies|Blue
391::Sunforest Mix::Sunflowers|White
392::Sweet William::Carnations|Red
393::Khedive::Poppies|White
394::Louisiana Iris::Iris|Magenta
395::Gold Rush::Bougainvilleas|Red
396::Gallica Roses::Roses|Red
397::Fosteriana Tulips::Tulips|White
398::Odontoglossum Orchids::Orchids|Yellow
399::Martagon Mix::Lilies|Orange
400::Ms. Mars::Sunflowers|Blue
401::Dianthus Neon Star::Carnations|Ivory
402::Iceland poppy::Poppies|Purple
403::Yellow Flag Iris::Iris|Red
404::Camarillo Fiesta::Bougainvilleas|Ivory
405::David Austin Roses::Roses|White
406::Darwin Hybrid Tulips::Tulips|Purple
407::Cymbidium Orchids::Orchids|Magenta
408::Nankeen::Lilies|White
409::Ring of Fire::Sunflowers|White
410::Dianthus Superstar::Carnations|Magenta
411::California Poppy::Poppies|Ivory
412::Siberian Iris::Iris|Purple
413::Silhouette::Bougainvilleas|Magenta
414::Bourbon Roses::Roses|White
415::Single Early Tulips::Tulips|Purple
416::Encyclia Orchids::Orchids|Orange
417::Starlette::Lilies|White
418::American Giant::Sunflowers|Purple
419::Everlast Lavender Lace::Carnations|Purple
420::Turkish Delight::Poppies|Red
421::Species Irises::Iris|Purple
422::Gold Rush::Bougainvilleas|Ivory
423::Groundcover Roses::Roses|White
424::Lily-Flowered Tulips::Tulips|Purple
425::Miltonia Orchids::Orchids|Yellow
426::Blue Water Lilies::Lilies|Purple
427::Coconut Ice::Sunflowers|Purple
428::Dianthus Chinensis Heddewigii::Carnations|Orange
429::Picotee::Poppies|Purple
430::German Iris::Iris|White
431::Camarillo Fiesta::Bougainvilleas|Yellow
432::Grandiflora Roses::Roses|Orange
433::Parrot Tulips::Tulips|White
434::Encyclia Orchids::Orchids|Ivory
435::Starlette::Lilies|Purple
436::Chianti::Sunflowers|Purple
437::Dianthus Armeria::Carnations|Purple
438::Picotee::Poppies|Blue
439::Siberian Iris::Iris|Orange
440::Madonna::Bougainvilleas|White
441::Polyantha Roses::Roses|White
442::Triumph Tulips::Tulips|White
443::Cattleya Orchids::Orchids|Purple
444::Asiatic lilies::Lilies|Ivory
445::Sunflower Elegance::Sunflowers|Magenta
446::Dianthus Caryophyllus::Carnations|Magenta
447::Glow::Poppies|Yellow
448::Species Irises::Iris|Purple
449::Stripe::Bougainvilleas|Magenta
450::Polyantha Roses::Roses|Yellow
451::Fosteriana Tulips::Tulips|Purple
452::Psychopsis Orchids::Orchids|Red
453::Blue Water Lilies::Lilies|Blue
454::Soraya::Sunflowers|Orange
455::Dianthus superbus::Carnations|Purple
456::Iceland poppy::Poppies|Ivory
457::Species Irises::Iris|Purple
458::Barbara Karst::Bougainvilleas|Orange
459::Climbing Roses::Roses|Magenta
460::Fosteriana Tulips::Tulips|Blue
461::Odontoglossum Orchids::Orchids|Magenta
462::Asiatic lilies::Lilies|White
463::Valentine::Sunflowers|Magenta
464::Dianthus Caryophyllus::Carnations|Orange
465::Turkenlouis::Poppies|Magenta
466::Dwarf Bearded Iris::Iris|Purple
467::Camarillo Fiesta::Bougainvilleas|White
468::Polyantha Roses::Roses|Blue
469::Species Tulips::Tulips|Blue
470::Epidendrum Orchids::Orchids|Magenta
471::Blue Water Lilies::Lilies|Orange
472::Elf::Sunflowers|Blue
473::Dianthus Superstar::Carnations|Orange
474::Glow::Poppies|Magenta
475::Louisiana Iris::Iris|Yellow
476::Barbara Karst::Bougainvilleas|Ivory
477::Alba Roses::Roses|Red
478::Kaufmanniana Tulips::Tulips|Purple
479::Oncidium Orchids::Orchids|Ivory
480::Oriental lilies::Lilies|Purple
481::Soraya::Sunflowers|Blue
482::Pinkball Wizard::Carnations|Ivory
483::Picotee::Poppies|White
484::Dutch Iris::Iris|Magenta
485::Formosa::Bougainvilleas|White
486::Polyantha Roses::Roses|Magenta
487::Double Tulips::Tulips|Orange
488::Oncidium Orchids::Orchids|Orange
489::Rosella�s Dream::Lilies|Red
490::Sunflower Bashful::Sunflowers|Orange
491::Dianthus Pavonius::Carnations|Blue
492::Himalayan Poppy::Poppies|Purple
493::Yellow Flag Iris::Iris|Magenta
494::Ms. Alice::Bougainvilleas|Blue
495::Gallica Roses::Roses|Purple
496::Parrot Tulips::Tulips|Magenta
497::Vanda Orchids::Orchids|Yellow
498::Orienpet lilies::Lilies|Red
499::Sunflower Zohar::Sunflowers|Ivory
500::Dianthus Chinensis Heddewigii::Carnations|Blue
501::Opium Poppy::Poppies|Purple
502::Yellow Flag Iris::Iris|Blue
503::Raspberry-Ice::Bougainvilleas|Ivory
504::David Austin Roses::Roses|Ivory
505::Double Tulips::Tulips|Orange
506::Zygopetalum OrchidsPhalaenopsis Orchids::Orchids|Magenta
507::Trumpet lilies::Lilies|Red
508::Ring of Fire::Sunflowers|Red
509::Pinkball Wizard::Carnations|Red
510::Goliath::Poppies|Purple
511::Dutch Iris::Iris|White
512::Delta Dawn::Bougainvilleas|Yellow
513::David Austin Roses::Roses|Purple
514::Single Early Tulips::Tulips|White
515::Cymbidium Orchids::Orchids|Blue
516::Nankeen::Lilies|White
517::Little Becka::Sunflowers|Blue
518::Dianthus Pavonius::Carnations|Purple
519::Iceland poppy::Poppies|Red
520::Louisiana Iris::Iris|Purple
521::Delta Dawn::Bougainvilleas|Blue
522::Groundcover Roses::Roses|Orange
523::Viridiflora Tulips::Tulips|Purple
524::Oncidium Orchids::Orchids|Red
525::Nankeen::Lilies|White
526::Sunflower Bashful::Sunflowers|Purple
527::Dianthus Armeria::Carnations|White
528::California Poppy::Poppies|Purple
529::Louisiana Iris::Iris|White
530::Gold Rush::Bougainvilleas|Blue
531::Climbing Roses::Roses|Orange
532::Parrot Tulips::Tulips|Purple
533::Brassia Orchids::Orchids|White
534::Martagon Mix::Lilies|Magenta
535::American Giant::Sunflowers|Purple
536::Dianthus Caryophyllus::Carnations|Magenta
537::Ruffles::Poppies|Purple
538::Dwarf Bearded Iris::Iris|Red
539::Raspberry-Ice::Bougainvilleas|Orange
540::David Austin Roses::Roses|White
541::Fringed Tulips::Tulips|Blue
542::Odontoglossum Orchids::Orchids|Purple
543::Turk Cap lilies::Lilies|Blue
544::Ms. Mars::Sunflowers|Purple
545::Sweet William::Carnations|Orange
546::Corn Poppy::Poppies|Purple
547::Yellow Flag Iris::Iris|Purple
548::Silhouette::Bougainvilleas|Purple
549::China Roses::Roses|White
550::Greigii Tulips::Tulips|Purple
551::Odontoglossum Orchids::Orchids|Blue
552::Rosella�s Dream::Lilies|Red
553::Lemon Queen::Sunflowers|Purple
554::Everlast Lavender Lace::Carnations|White
555::Goliath::Poppies|Magenta
556::Bearded Iris::Iris|Yellow
557::Camarillo Fiesta::Bougainvilleas|Magenta
558::China Roses::Roses|Blue
559::Parrot Tulips::Tulips|Blue
560::Epidendrum Orchids::Orchids|Yellow
561::Martagon Mix::Lilies|Yellow
562::Soraya::Sunflowers|Purple
563::Dianthus superbus::Carnations|White
564::Turkenlouis::Poppies|Blue
565::Reticulata iris::Iris|Ivory
566::Silhouette::Bougainvilleas|Blue
567::China Roses::Roses|Red
568::Double Tulips::Tulips|Purple
569::Zygopetalum OrchidsPhalaenopsis Orchids::Orchids|Ivory
570::Starlette::Lilies|White
571::Goldie::Sunflowers|Blue
572::Dianthus Neon Star::Carnations|Magenta
573::Oriental Poppy::Poppies|Orange
574::Dutch Iris::Iris|Orange
575::Delta Dawn::Bougainvilleas|Blue
576::Polyantha Roses::Roses|Purple
577::Single Late Tulips::Tulips|Red
578::Brassia Orchids::Orchids|Purple
579::Martagon Mix::Lilies|Blue
580::Sunflower Russian Mammoth::Sunflowers|Red
581::Dianthus Chinensis Heddewigii::Carnations|White
582::Turkish Delight::Poppies|White
583::Louisiana Iris::Iris|Yellow
584::Barbara Karst::Bougainvilleas|White
585::Hybrid Tea Roses::Roses|Blue
586::Fosteriana Tulips::Tulips|Blue
587::Zygopetalum OrchidsPhalaenopsis Orchids::Orchids|Purple
588::Turk Cap lilies::Lilies|Purple
589::Soraya::Sunflowers|White
590::Dianthus Chinensis::Carnations|Magenta
591::Oriental Poppy::Poppies|Yellow
592::Japanese Iris::Iris|Red
593::Scarlett-O-Hara::Bougainvilleas|Magenta
594::Centifolia Roses::Roses|White
595::Darwin Hybrid Tulips::Tulips|Yellow
596::Vanda Orchids::Orchids|Ivory
597::Nankeen::Lilies|White
598::Coconut Ice::Sunflowers|Purple
599::Dianthus Pavonius::Carnations|Blue
600::Oriental Poppy::Poppies|Purple
601::Yellow Flag Iris::Iris|Purple
602::Delta Dawn::Bougainvilleas|Orange
603::Centifolia Roses::Roses|Purple
604::Viridiflora Tulips::Tulips|Yellow
605::Oncidium Orchids::Orchids|Orange
606::Blue Water Lilies::Lilies|Magenta
607::American Giant::Sunflowers|Ivory
608::Everlast Lavender Lace::Carnations|Yellow
609::Ruffles::Poppies|Purple
610::Reticulata iris::Iris|Purple
611::Cherry Blossom::Bougainvilleas|Blue
612::Gallica Roses::Roses|Yellow
613::Single Late Tulips::Tulips|Yellow
614::Odontoglossum Orchids::Orchids|Yellow
615::Starlette::Lilies|Blue
616::Little Becka::Sunflowers|Ivory
617::Sweet William::Carnations|Blue
618::Khedive::Poppies|Purple
619::Japanese Iris::Iris|Yellow
620::Camarillo Fiesta::Bougainvilleas|Ivory
621::David Austin Roses::Roses|Purple
622::Kaufmanniana Tulips::Tulips|Purple
623::Vanda Orchids::Orchids|Red
624::Trumpet lilies::Lilies|White
625::Lemon Queen::Sunflowers|Orange
626::Dianthus Armeria::Carnations|White
627::Iceland poppy::Poppies|Ivory
628::Dutch Iris::Iris|Purple
629::Madonna::Bougainvilleas|White
630::Alba Roses::Roses|Red
631::Greigii Tulips::Tulips|Purple
632::Vanda Orchids::Orchids|Ivory
633::Asiatic lilies::Lilies|Red
634::American Giant::Sunflowers|White
635::Sweet William::Carnations|Yellow
636::Himalayan Poppy::Poppies|Red
637::Dwarf Crested Iris::Iris|White
638::Silhouette::Bougainvilleas|Magenta
639::Groundcover Roses::Roses|Purple
640::Single Late Tulips::Tulips|Magenta
641::Zygopetalum OrchidsPhalaenopsis Orchids::Orchids|Blue
642::Oriental lilies::Lilies|Purple
643::Elf::Sunflowers|White
644::Dianthus Chinensis Heddewigii::Carnations|Magenta
645::Helen Elizabeth Poppy::Poppies|White
646::Dutch Iris::Iris|White
647::Formosa::Bougainvilleas|Orange
648::Bourbon Roses::Roses|Orange
649::Fosteriana Tulips::Tulips|Purple
650::Vanda Orchids::Orchids|White
651::Asiatic lilies::Lilies|Ivory
652::Solar Flare::Sunflowers|Ivory
653::Dianthus Chinensis Heddewigii::Carnations|Red
654::Picotee::Poppies|White
655::Dwarf Crested Iris::Iris|Blue
656::Camarillo Fiesta::Bougainvilleas|Purple
657::China Roses::Roses|Purple
658::Parrot Tulips::Tulips|Purple
659::Oncidium Orchids::Orchids|Orange
660::Oriental lilies::Lilies|Magenta
661::Elf::Sunflowers|Purple
662::Dianthus Deltoides Maiden::Carnations|White
663::Khedive::Poppies|Blue
664::Dutch Iris::Iris|Red
665::Camarillo Fiesta::Bougainvilleas|White
666::David Austin Roses::Roses|Purple
667::Greigii Tulips::Tulips|Magenta
668::Miltonia Orchids::Orchids|White
669::Oriental lilies::Lilies|White
670::Sunforest Mix::Sunflowers|Ivory
671::Dianthus Chinensis::Carnations|Red
672::Tallulah Belle::Poppies|Ivory
673::Dutch Iris::Iris|Purple
674::Stripe::Bougainvilleas|Blue
675::Gallica Roses::Roses|White
676::Single Late Tulips::Tulips|Purple
677::Miltonia Orchids::Orchids|Yellow
678::Nankeen::Lilies|White
679::Lemon Queen::Sunflowers|White
680::Dianthus Chinensis Heddewigii::Carnations|Orange
681::Helen Elizabeth Poppy::Poppies|Blue
682::Japanese Iris::Iris|White
683::Scarlett-O-Hara::Bougainvilleas|White
684::Shrub Roses::Roses|Ivory
