floral_id,num_orders,week
2290,290,146
1727,156,146
1109,118,146
2640,32,146
1878,18,146
1216,20,146
2826,166,146
1754,316,146
1971,127,146
1558,151,146
2581,126,146
1962,140,146
2444,21,146
2704,17,146
2492,22,146
1543,52,146
2664,254,146
2569,383,146
2490,123,146
1885,297,146
1993,247,146
2539,95,146
2631,70,146
1248,27,146
1778,141,146
1062,467,146
2707,163,146
1230,45,146
2322,45,146
2290,213,146
1727,120,146
1109,170,146
2640,49,146
1878,39,146
2306,21,146
1216,23,146
2126,26,146
2826,108,146
1754,159,146
1971,56,146
1247,16,146
1770,14,146
1558,58,146
2581,76,146
1962,67,146
2444,18,146
2760,44,146
2704,32,146
2492,25,146
1543,46,146
2304,27,146
2664,105,146
2569,131,146
1885,501,146
1993,415,146
2539,307,146
2139,34,146
2631,49,146
1248,60,146
1778,469,146
1062,573,146
2707,553,146
1207,133,146
1230,127,146
2322,271,146
2290,669,146
1727,360,146
1109,538,146
1571,60,146
2956,44,146
2104,49,146
2577,32,146
2640,52,146
1878,40,146
2306,102,146
1216,50,146
2126,48,146
2826,504,146
1754,407,146
1971,111,146
1902,24,146
1247,27,146
1198,240,146
1311,276,146
1803,240,146
1438,139,146
2494,118,146
1847,123,146
1558,166,146
2581,217,146
1962,350,146
1445,39,146
2444,17,146
2867,12,146
2760,278,146
1525,131,146
2704,94,146
2492,36,146
1543,65,146
2664,246,146
2569,206,146
2490,202,146
1885,642,146
1993,324,146
2539,150,146
2139,25,146
2631,51,146
1248,29,146
1778,347,146
1062,418,146
2707,302,146
1207,97,146
1230,189,146
2322,335,146
2290,494,146
1727,387,146
1109,437,146
1571,27,146
2956,15,146
2104,32,146
2640,25,146
1878,23,146
2306,32,146
1216,25,146
2126,21,146
2826,390,146
1754,456,146
1971,196,146
1902,19,146
1311,56,146
1803,94,146
1438,27,146
2494,22,146
1558,146,146
2581,187,146
1962,259,146
2760,48,146
1525,49,146
2492,22,146
1543,32,146
2664,356,146
2569,206,146
2490,413,146
1885,317,146
1993,262,146
2539,59,146
2139,35,146
2631,46,146
1248,52,146
1778,303,146
1062,372,146
2707,203,146
1207,63,146
1230,63,146
2322,27,146
2290,529,146
1727,214,146
1109,520,146
1571,75,146
2956,76,146
2104,59,146
2577,72,146
2640,122,146
1878,157,146
2306,44,146
1216,40,146
2126,71,146
2826,277,146
1754,414,146
1971,297,146
1902,20,146
1247,26,146
1770,23,146
1558,93,146
2581,115,146
1962,180,146
1445,37,146
2444,23,146
2867,35,146
2760,116,146
1525,80,146
2704,131,146
2492,42,146
1543,122,146
2304,79,146
2664,291,146
2569,244,146
2490,173,146
1885,603,146
1993,577,146
2539,266,146
2139,37,146
2631,77,146
1248,63,146
1778,277,146
1062,395,146
2707,367,146
1207,121,146
1230,127,146
2322,211,146
2290,702,146
1727,258,146
1109,630,146
1571,108,146
2104,97,146
2577,75,146
2640,177,146
1878,154,146
2306,37,146
1216,49,146
2126,47,146
2826,392,146
1754,608,146
1971,365,146
1902,23,146
1247,29,146
1770,33,146
1558,170,146
2581,189,146
1962,290,146
1445,69,146
2444,48,146
2867,57,146
2760,163,146
1525,87,146
2704,167,146
2492,30,146
1543,70,146
2304,43,146
2664,389,146
2569,387,146
2490,264,146
1885,201,146
1993,163,146
2539,29,146
2139,25,146
2631,48,146
1248,37,146
1778,284,146
1062,419,146
2707,204,146
1207,66,146
1230,93,146
2322,75,146
2290,277,146
1727,108,146
1109,150,146
1571,20,146
2956,40,146
2104,44,146
2640,66,146
1878,58,146
2306,15,146
1216,19,146
2126,21,146
2826,147,146
1754,250,146
1971,156,146
1558,128,146
2581,120,146
1962,153,146
2760,100,146
2704,21,146
1543,39,146
2304,31,146
2664,196,146
2569,180,146
2490,99,146
1885,1550,146
1993,992,146
2539,560,146
2139,39,146
2631,70,146
1248,58,146
1778,509,146
1062,537,146
2707,872,146
1207,66,146
1230,66,146
2322,120,146
2290,937,146
1727,387,146
1109,794,146
1571,97,146
2956,97,146
2577,144,146
2640,176,146
1878,171,146
2306,117,146
1216,48,146
2126,104,146
2826,480,146
1754,511,146
1971,219,146
1902,36,146
1247,35,146
1770,32,146
1198,165,146
1311,292,146
1803,302,146
1438,84,146
2494,89,146
1847,65,146
1558,100,146
2581,150,146
1962,301,146
1445,57,146
2867,37,146
2760,638,146
1525,312,146
2704,313,146
2492,89,146
1543,84,146
2304,70,146
2664,242,146
2569,243,146
2490,208,146
1885,346,146
1993,607,146
2539,288,146
2139,30,146
2631,68,146
1248,32,146
1778,510,146
1062,652,146
2707,493,146
1207,179,146
1230,209,146
2322,296,146
2290,631,146
1727,428,146
1109,672,146
1571,64,146
2956,43,146
2577,59,146
2640,38,146
1878,59,146
2306,49,146
1216,57,146
2126,44,146
2826,725,146
1754,430,146
1971,145,146
1902,19,146
1247,22,146
1770,26,146
1198,215,146
1311,106,146
1803,106,146
1438,111,146
2494,78,146
1558,133,146
2581,124,146
1962,180,146
1445,34,146
2760,177,146
1525,184,146
2704,91,146
2492,34,146
1543,66,146
2304,43,146
2664,284,146
2569,237,146
2490,211,146
1885,791,146
1993,573,146
2539,290,146
2139,48,146
2631,76,146
1248,40,146
1778,255,146
1062,449,146
2707,419,146
1207,142,146
1230,85,146
2322,127,146
2290,680,146
1727,259,146
1109,485,146
1571,106,146
2956,95,146
2104,67,146
2577,107,146
2640,168,146
1878,143,146
2306,40,146
1216,44,146
2126,50,146
2826,385,146
1754,565,146
1971,401,146
1247,30,146
1770,29,146
1558,145,146
2581,221,146
1962,274,146
1445,52,146
2444,31,146
2867,40,146
2760,249,146
1525,73,146
2704,120,146
2492,38,146
1543,82,146
2304,51,146
2664,270,146
2569,330,146
2490,225,146
1885,295,146
1993,227,146
2539,101,146
2139,39,146
2631,30,146
1248,35,146
1778,245,146
1062,223,146
2707,241,146
1207,99,146
1230,92,146
2322,100,146
2290,357,146
1727,164,146
1109,216,146
2640,32,146
1878,34,146
1216,29,146
2126,26,146
2826,195,146
1754,378,146
1971,216,146
1247,16,146
1558,121,146
2581,133,146
1962,207,146
2760,50,146
1525,28,146
2704,32,146
2492,29,146
1543,57,146
2664,238,146
2569,262,146
2490,195,146
1885,46,146
1993,51,146
2539,61,146
1778,133,146
1062,157,146
2707,68,146
1207,69,146
2322,107,146
2290,155,146
1727,104,146
1109,86,146
1878,16,146
2826,88,146
1754,226,146
1971,72,146
1311,15,146
1558,115,146
2581,126,146
1962,185,146
2664,247,146
2569,153,146
2490,174,146
1885,462,146
1993,361,146
2539,244,146
2139,37,146
2631,68,146
1248,40,146
1778,323,146
1062,349,146
2707,448,146
1207,41,146
1230,41,146
2322,116,146
2290,566,146
1727,171,146
1109,339,146
1571,48,146
2956,44,146
2104,35,146
2577,49,146
2640,90,146
1878,61,146
2306,29,146
1216,32,146
2126,39,146
2826,370,146
1754,323,146
1971,111,146
1247,21,146
1770,20,146
1198,283,146
1311,209,146
1803,240,146
1438,72,146
2494,54,146
1847,56,146
1558,93,146
2581,125,146
1962,195,146
1445,28,146
2867,24,146
2760,124,146
1525,128,146
2704,92,146
2492,35,146
1543,56,146
2304,41,146
2664,185,146
2569,156,146
2490,135,146
1885,497,146
1993,251,146
2539,179,146
2139,28,146
2631,48,146
1248,32,146
1778,228,146
1062,317,146
2707,243,146
1207,31,146
1230,27,146
2322,54,146
2290,534,146
1727,229,146
1109,481,146
1571,108,146
2956,105,146
2104,95,146
2577,62,146
2640,142,146
1878,165,146
2306,28,146
1216,35,146
2126,60,146
2826,318,146
1754,387,146
1971,290,146
1902,22,146
1247,24,146
1770,23,146
1558,108,146
2581,102,146
1962,195,146
1445,39,146
2444,18,146
2867,25,146
2760,126,146
1525,106,146
2704,185,146
2492,36,146
1543,57,146
2304,35,146
2664,190,146
2569,234,146
2490,154,146
1885,1119,146
1993,850,146
2539,656,146
2139,55,146
2631,114,146
1248,85,146
1778,741,146
1062,862,146
2707,1070,146
1207,83,146
1230,169,146
2322,213,146
2290,1226,146
1727,564,146
1109,1172,146
1571,109,146
2956,65,146
2104,86,146
2577,95,146
2640,207,146
1878,113,146
2306,176,146
1216,123,146
2126,88,146
2826,644,146
1754,616,146
1971,182,146
1902,33,146
1770,31,146
1198,506,146
1311,434,146
1803,489,146
1438,115,146
2494,137,146
1847,90,146
1558,79,146
2581,176,146
1962,393,146
1445,28,146
2867,25,146
2760,570,146
1525,345,146
2704,190,146
2492,61,146
1543,100,146
2304,92,146
2664,184,146
2569,180,146
2490,316,146
1885,84,146
1993,88,146
2539,55,146
2139,36,146
2631,86,146
1248,53,146
1778,132,146
1062,266,146
2707,118,146
1207,94,146
2322,39,146
2290,456,146
1727,187,146
1109,167,146
2640,23,146
1216,27,146
2126,41,146
2826,133,146
1754,680,146
1971,297,146
1902,14,146
1558,137,146
2581,149,146
1962,167,146
2760,17,146
2704,17,146
2492,27,146
1543,93,146
2304,50,146
2664,494,146
2569,606,146
2490,234,146
1885,723,146
1993,563,146
2539,479,146
2139,38,146
2631,47,146
1248,46,146
1778,558,146
1062,528,146
2707,649,146
1207,78,146
1230,108,146
2322,140,146
2290,722,146
1727,288,146
1109,376,146
1571,41,146
2956,27,146
2577,42,146
2640,81,146
1878,50,146
2306,114,146
1216,35,146
2126,46,146
2826,460,146
1754,354,146
1971,142,146
1198,378,146
1311,569,146
1803,457,146
1438,59,146
1847,48,146
1558,117,146
2581,142,146
1962,218,146
1445,54,146
2444,20,146
2867,22,146
2760,204,146
1525,84,146
2704,67,146
2492,27,146
1543,56,146
2304,37,146
2664,234,146
2569,187,146
2490,355,146
1885,695,146
1993,376,146
2539,278,146
2139,44,146
2631,50,146
1248,56,146
1778,470,146
1062,441,146
2707,716,146
1207,74,146
1230,100,146
2322,154,146
2290,741,146
1727,335,146
1109,610,146
1571,139,146
2956,117,146
2577,79,146
2640,123,146
1878,99,146
2306,135,146
1216,36,146
2126,45,146
2826,536,146
1754,421,146
1971,160,146
1247,25,146
1770,28,146
1198,121,146
1311,192,146
1803,263,146
1438,95,146
2494,130,146
1847,70,146
1558,102,146
2581,165,146
1962,295,146
1445,50,146
2444,48,146
2867,59,146
2760,401,146
1525,293,146
2704,182,146
2492,43,146
1543,67,146
2304,53,146
2664,210,146
2569,196,146
2490,185,146
1885,87,146
1993,83,146
2539,26,146
1778,33,146
1062,183,146
2707,60,146
1207,97,146
1230,85,146
2322,114,146
2290,297,146
1727,176,146
1109,92,146
2577,19,146
2640,24,146
1878,18,146
2306,33,146
1216,23,146
2126,24,146
2826,79,146
1754,401,146
1971,340,146
1558,139,146
2581,137,146
1962,158,146
2760,15,146
1543,74,146
2664,578,146
2569,656,146
2490,221,146
1885,645,146
1993,527,146
2539,291,146
2139,116,146
2631,78,146
1248,82,146
1778,276,146
1062,735,146
2707,357,146
1207,54,146
1230,65,146
2322,70,146
2290,867,146
1727,294,146
1109,689,146
1571,124,146
2956,94,146
2104,95,146
2640,265,146
1878,234,146
2306,79,146
1216,50,146
2126,116,146
2826,420,146
1754,460,146
1971,202,146
1902,30,146
1770,30,146
1558,136,146
2581,187,146
1962,298,146
1445,72,146
2444,44,146
2867,26,146
2760,305,146
1525,139,146
2704,299,146
2492,83,146
1543,157,146
2304,127,146
2664,509,146
2569,374,146
2490,170,146
1885,371,146
1993,358,146
2539,166,146
2139,23,146
2631,25,146
1248,22,146
1778,439,146
1062,593,146
2707,332,146
1207,99,146
1230,161,146
2322,134,146
2290,333,146
1727,249,146
1109,202,146
1571,41,146
2640,69,146
1878,54,146
2306,46,146
1216,26,146
2126,34,146
2826,258,146
1754,310,146
1971,120,146
1902,19,146
1247,18,146
1770,15,146
1558,97,146
2581,119,146
1962,126,146
1445,27,146
2444,19,146
2760,37,146
1525,40,146
2704,44,146
1543,48,146
2304,19,146
2664,196,146
2569,323,146
2490,128,146
1885,1787,146
1993,578,146
2539,205,146
2139,41,146
2631,63,146
1248,50,146
1778,637,146
1062,658,146
2707,849,146
1207,131,146
1230,94,146
2322,171,146
2290,942,146
1727,337,146
1109,1076,146
1571,53,146
2577,55,146
2640,92,146
1878,56,146
2306,67,146
1216,49,146
2126,49,146
2826,782,146
1754,453,146
1971,169,146
1902,25,146
1247,23,146
1770,26,146
1198,43,146
1311,86,146
1803,113,146
1438,226,146
2494,275,146
1847,199,146
1558,166,146
2581,229,146
1962,280,146
1445,29,146
2760,238,146
1525,140,146
2704,105,146
2492,40,146
1543,79,146
2304,46,146
2664,242,146
2569,223,146
2490,206,146
1885,805,146
1993,241,146
2539,70,146
2139,47,146
2631,32,146
1248,45,146
1778,161,146
1062,1404,146
2707,201,146
1207,63,146
1230,96,146
2322,112,146
2290,447,146
1727,215,146
1109,339,146
1571,102,146
2956,69,146
2104,61,146
2640,133,146
1878,80,146
2306,56,146
1216,42,146
2126,68,146
2826,255,146
1754,489,146
1971,411,146
1902,20,146
1770,24,146
1558,134,146
2581,132,146
1962,218,146
1445,25,146
2444,25,146
2760,90,146
1525,40,146
2704,45,146
2492,25,146
1543,58,146
2304,34,146
2664,172,146
2569,229,146
2490,176,146
1885,533,146
1993,283,146
2539,107,146
2139,52,146
2631,59,146
1248,21,146
1778,432,146
1062,534,146
2707,341,146
1207,96,146
1230,114,146
2322,124,146
2290,490,146
1727,183,146
1109,309,146
1571,69,146
2956,53,146
2104,46,146
2577,40,146
2640,91,146
1878,79,146
2306,35,146
1216,24,146
2126,32,146
2826,364,146
1754,465,146
1971,331,146
1770,17,146
1558,139,146
2581,127,146
1962,207,146
1445,54,146
2444,22,146
2867,30,146
2760,102,146
2704,92,146
2492,28,146
1543,62,146
2304,36,146
2664,212,146
2569,292,146
2490,226,146
1885,661,146
1993,514,146
2539,122,146
2139,29,146
2631,49,146
1778,214,146
1062,789,146
2707,236,146
1207,205,146
1230,225,146
2322,134,146
2290,422,146
1727,168,146
1109,269,146
2577,20,146
2640,73,146
1878,43,146
2306,35,146
1216,34,146
2126,42,146
2826,165,146
1754,341,146
1971,110,146
1902,21,146
1558,74,146
2581,94,146
1962,93,146
1445,26,146
2760,123,146
1525,38,146
2704,111,146
2492,27,146
1543,66,146
2304,32,146
2664,235,146
2569,334,146
2490,91,146
1885,559,146
1993,377,146
2539,178,146
2139,25,146
2631,44,146
1248,64,146
1778,157,146
1062,273,146
2707,243,146
1207,82,146
1230,82,146
2322,74,146
2290,397,146
1727,125,146
1109,349,146
1571,72,146
2956,48,146
2104,43,146
2577,35,146
2640,92,146
1878,80,146
1216,32,146
2126,36,146
2826,234,146
1754,348,146
1971,235,146
1247,25,146
1770,18,146
1558,87,146
2581,90,146
1962,119,146
1445,27,146
2444,17,146
2760,109,146
1525,50,146
2704,94,146
2492,22,146
1543,54,146
2304,36,146
2664,177,146
2569,203,146
2490,161,146
1885,395,146
1993,466,146
2539,255,146
2139,30,146
2631,54,146
1248,44,146
1778,293,146
1062,338,146
2707,419,146
1207,138,146
1230,115,146
2322,136,146
2290,323,146
1727,208,146
1109,299,146
1571,23,146
2577,20,146
2640,36,146
1878,30,146
2306,49,146
1216,27,146
2126,26,146
2826,417,146
1754,268,146
1971,113,146
1247,20,146
1770,18,146
1311,168,146
1803,185,146
1438,48,146
2494,35,146
1847,52,146
1558,111,146
2581,191,146
1962,165,146
2444,17,146
2867,36,146
2760,168,146
1525,64,146
2492,28,146
1543,50,146
2304,33,146
2664,157,146
2569,158,146
2490,137,146
1885,385,146
1993,294,146
2539,279,146
2139,31,146
2631,40,146
1248,30,146
1778,266,146
1062,384,146
2707,414,146
1230,73,146
2322,168,146
2290,361,146
1727,221,146
1109,313,146
1571,38,146
2577,43,146
1878,47,146
2306,61,146
1216,32,146
2826,300,146
1754,234,146
1971,131,146
1247,19,146
1770,26,146
1198,134,146
1311,171,146
1803,209,146
1438,40,146
1847,43,146
1558,79,146
2581,114,146
1962,172,146
1445,27,146
2760,111,146
1525,106,146
2704,85,146
2492,30,146
1543,53,146
2304,50,146
2664,193,146
2569,176,146
2490,124,146
1885,403,146
1993,302,146
2539,197,146
2139,38,146
2631,74,146
1248,55,146
1778,310,146
1062,414,146
2707,482,146
1207,84,146
1230,79,146
2322,95,146
2290,687,146
1727,309,146
1109,573,146
1571,59,146
2956,47,146
2577,62,146
2640,68,146
1878,72,146
2306,85,146
1216,41,146
2126,42,146
2826,319,146
1754,503,146
1971,177,146
1902,24,146
1770,26,146
1198,140,146
1311,268,146
1803,157,146
1438,73,146
2494,47,146
1847,52,146
1558,101,146
2581,126,146
1962,199,146
1445,25,146
2867,20,146
2760,91,146
1525,114,146
2704,77,146
2492,29,146
1543,77,146
2304,51,146
2664,263,146
2569,280,146
2490,234,146
1885,168,146
1993,155,146
2539,52,146
2139,23,146
2631,30,146
1248,23,146
1778,282,146
1062,383,146
2707,124,146
1207,45,146
1230,70,146
2322,86,146
2290,292,146
1727,185,146
1109,121,146
2640,25,146
1216,24,146
2126,22,146
2826,157,146
1754,369,146
1971,260,146
1247,16,146
1558,111,146
2581,119,146
1962,150,146
2492,24,146
1543,33,146
2304,37,146
2664,485,146
2569,509,146
2490,189,146
1885,394,146
1993,320,146
2539,153,146
2139,15,146
2631,51,146
1778,242,146
1062,166,146
2707,160,146
1230,22,146
2322,72,146
2290,345,146
1727,127,146
1109,291,146
1571,94,146
2104,38,146
2577,75,146
2640,123,146
1878,120,146
2306,36,146
1216,24,146
2826,188,146
1754,267,146
1971,191,146
1902,18,146
1247,18,146
1558,36,146
2581,77,146
1962,153,146
2760,109,146
1525,74,146
2704,105,146
2492,24,146
1543,37,146
2304,27,146
2664,265,146
2569,115,146
2490,55,146
1885,367,146
1993,439,146
2539,173,146
2139,33,146
2631,93,146
1248,32,146
1778,208,146
1062,353,146
2707,265,146
1207,86,146
1230,88,146
2322,109,146
2290,357,146
1727,212,146
1109,332,146
1571,48,146
2104,64,146
2577,36,146
2640,80,146
1878,48,146
2306,41,146
1216,62,146
2126,55,146
2826,243,146
1754,548,146
1971,336,146
1902,20,146
1770,20,146
1558,115,146
2581,133,146
1962,214,146
1445,26,146
2867,20,146
2760,124,146
1525,55,146
2704,88,146
2492,37,146
1543,117,146
2304,71,146
2664,189,146
2569,263,146
2490,184,146
1885,198,146
1993,99,146
2539,115,146
2631,24,146
1248,61,146
1778,294,146
1062,564,146
2707,251,146
1207,84,146
1230,91,146
2322,92,146
2290,343,146
1727,158,146
1109,239,146
2640,31,146
1878,28,146
2306,82,146
1216,29,146
2826,131,146
1754,351,146
1971,119,146
1247,17,146
1770,15,146
1558,104,146
2581,94,146
1962,87,146
2867,16,146
2760,44,146
2704,24,146
2492,21,146
1543,61,146
2304,53,146
2664,303,146
2569,256,146
2490,161,146
1885,256,146
1993,244,146
2539,117,146
2139,30,146
2631,36,146
1778,308,146
1062,247,146
2707,157,146
1207,58,146
1230,86,146
2322,67,146
2290,513,146
1727,159,146
1109,298,146
2640,57,146
1878,40,146
1216,35,146
2126,45,146
2826,166,146
1754,461,146
1971,323,146
1247,20,146
1558,138,146
2581,147,146
1962,218,146
1445,37,146
2444,23,146
2760,100,146
1525,48,146
2704,67,146
2492,43,146
1543,97,146
2304,83,146
2664,220,146
2569,321,146
2490,211,146
1885,617,146
1993,443,146
2539,243,146
2139,53,146
2631,54,146
1248,50,146
1778,216,146
1062,310,146
2707,320,146
1207,57,146
1230,97,146
2322,84,146
2290,568,146
1727,223,146
1109,411,146
1571,65,146
2104,51,146
2577,93,146
2640,170,146
1878,105,146
2306,30,146
1216,40,146
2826,344,146
1754,430,146
1971,239,146
1247,32,146
1770,21,146
1558,115,146
2581,99,146
1962,201,146
1445,42,146
2444,32,146
2867,20,146
2760,190,146
1525,135,146
2704,261,146
1543,78,146
2664,275,146
2569,300,146
2490,140,146
1885,505,146
1993,451,146
2539,336,146
2139,38,146
2631,73,146
1248,67,146
1778,523,146
1062,727,146
2707,1010,146
1207,118,146
1230,143,146
2322,185,146
2290,819,146
1727,455,146
1109,652,146
1571,57,146
2577,24,146
2640,69,146
2306,118,146
1216,39,146
2126,57,146
2826,525,146
1754,414,146
1971,105,146
1902,16,146
1247,19,146
1770,23,146
1198,265,146
1311,297,146
1803,343,146
1438,67,146
2494,63,146
1847,38,146
1558,151,146
2581,144,146
1962,256,146
1445,34,146
2867,35,146
2760,270,146
1525,95,146
2704,76,146
2492,29,146
1543,66,146
2304,53,146
2664,415,146
2569,232,146
2490,235,146
1885,504,146
1993,390,146
2539,157,146
2139,21,146
2631,41,146
1248,35,146
1778,407,146
1062,330,146
2707,260,146
1207,41,146
1230,59,146
2322,60,146
2290,327,146
1727,165,146
1109,330,146
1571,80,146
2956,105,146
2104,71,146
2577,100,146
2640,214,146
1878,148,146
1216,31,146
2126,33,146
2826,267,146
1754,337,146
1971,156,146
1902,20,146
1770,17,146
1558,103,146
2581,88,146
1962,144,146
1445,29,146
2444,24,146
2760,342,146
1525,72,146
2704,110,146
2492,31,146
1543,54,146
